id,name,address,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,source_url,confidence,approve_phone,approve_homepage,approve_price,approve_difficulty,approve_avg_score,review_phone,review_homepage_url,review_price_min,review_price_max,review_price_type,review_difficulty,review_avg_score,review_note,review_status,phone_status,homepage_status,price_status,difficulty_status,avg_score_status,reviewed_at,reviewer_note
gc-8a797fe2213a,금강컨트리클럽(회원),경기도 여주시 가남읍 여주남로 541,금강컨트리클럽(회원),오늘은 실제 상담하면서 가장 많이 물어보시는 내용 중심으로 금강CC 회원권가격 / 회원구성 / 이용요금 / 회원권매수 포인트 / 회원권매도 흐름까지 한 번에 정리해드리겠습니다. 금강CC 기본정보 금강컨트리클럽 운영사,,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%88%EA%B0%95%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-7701abd77260,기흥컨트리클럽,경기도 화성시 풀무골로106번길 244,기흥CC,경기 화성시 풀무골로106번길 244,031-376-4001,http://www.ghcc.kr/,,,,unknown,1.7,1.7/10,89,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%B0%ED%9D%A5%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a68be6870289,김포SEASIDE 컨트리클럽,경기도 김포시 월곶면 김포대로 2081번길 219,김포SEASIDE컨트리클럽,경기도 김포시 월곶면 김포대로2801번길 219,031-987-9992,http://www.gimpocc.co.kr,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EA%B9%80%ED%8F%ACSEASIDE%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-1475a1d902d7,남부컨트리클럽,경기도 용인시 기흥구 사은로 163,남부CC,경기 용인시 기흥구 사은로 163,031-280-4100,http://www.namboocc.co.kr/,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EB%B6%80%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-210de13c89f8,남서울컨트리클럽,경기도 성남시 분당구 판교백현로 161,남서울CC,경기 성남시 분당구 판교백현로 161,031-709-6000,http://www.nscc.co.kr/,,,,unknown,4.6,4.6/10,91,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%84%9C%EC%9A%B8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-29fa36946d15,남양주CC,경기도 남양주시 오남읍 진건오남로 516-31,남양주CC,경기 남양주시 오남읍 진건오남로 516-31,031-529-6060,http://www.namyangjucc.co.kr/,"네이버 예약: 139,000원; 159,000원; 169,000원; 199,000원",139000,199000,reservation_price,8.8,8.8/10,94,"네이버 예약: 139,000원; 159,000원; 169,000원; 199,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%96%91%EC%A3%BCCC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-59ee5f28d2c8,남여주대중골프장,경기도 여주시 가여로 532,남여주대중골프장,경기도 여주시 가여로 532 (하거동),031-880-6700,http://www.namyeoju.co.kr,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%97%AC%EC%A3%BC%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-e04bb1d7bba9,남촌컨트리클럽,경기도 광주시 곤지암읍 부항길 135-38,남촌 골프클럽,경기 광주시 곤지암읍 부항길 135-38,031-769-0333,https://www.youtube.com/@NamchonGolfClub,,,,unknown,2.1,2.1/10,89,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B4%8C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-fa1419df8b1e,남춘천컨트리클럽,춘천시 신동면 오봉길 156,남춘천CC,강원 춘천시 신동면 오봉길 156,033-269-3000,http://www.namchuncheon.co.kr/,,,,unknown,9.3,9.3/10,94,,https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B6%98%EC%B2%9C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-d5cd483c8c94,노스팜 컨트리클럽,경기도 파주시 광탄면 쇠장이길 265,노스팜CC,경기 파주시 광탄면 쇠장이길 265,031-950-6900,http://www.npcc.co.kr/,,,,unknown,7.7,7.7/10,93,,https://search.naver.com/search.naver?where=nexearch&query=%EB%85%B8%EC%8A%A4%ED%8C%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-3c54aee76615,뉴서울컨트리클럽,경기도 광주시 삼지곡길 95(삼동),뉴서울CC,경기 광주시 삼지곡길 95,031-762-5672,https://www.newseoulgolf.co.kr,,,,unknown,1.9,1.9/10,89,,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%84%9C%EC%9A%B8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-eb40a22304aa,뉴스프링빌골프장,경기도 이천시 모가면 사실로 527번길 158,뉴스프링빌 컨트리클럽,경기 이천시 모가면 두미리 산76,031-630-7500,http://www.newspringvillecc.co.kr/,,,,unknown,1.7,1.7/10,89,,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%8A%A4%ED%94%84%EB%A7%81%EB%B9%8C%EA%B3%A8%ED%94%84%EC%9E%A5,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-9b37cfc9caa8,뉴스프링빌골프장(대중형),경기도 이천시 모가면 사실로 527번길 158,뉴스프링빌CC 골프회원권 종류별 그린피 차이 제대로 알려드립니다,"경기도 이천시 모가면 사실로527번길 158, 뉴스프링빌C.C.에 위치한 뉴스프링빌골프장의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",,https://band.us/@ryangolf,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%8A%A4%ED%94%84%EB%A7%81%EB%B9%8C%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%8C%80%EC%A4%91%ED%98%95)%20%EA%B7%B8%EB%A6%B0%ED%94%BC,low,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-3b60b2dadb3f,뉴코리아 컨트리클럽,경기도 고양시 덕양구 신원2로 57,뉴코리아CC,경기 고양시 덕양구 신원2로 57,031-281-6613,http://www.newkoreacc.co.kr/,,,,unknown,3.2,3.2/10,90,,https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%BD%94%EB%A6%AC%EC%95%84%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-b046571c4182,더반 골프클럽,경기도 이천시 대월면 대월로 627-141,더반GC,경기 이천시 대월면 대월로 627-141 더반골프클럽,031-645-6100,http://www.theban.co.kr/,,,,unknown,5.5,5.5/10,92,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EB%B0%98%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a15f33b9f89a,더스타휴 컨트리클럽,경기도 양평군 양동면 양동로 756,더스타휴컨트리클럽,더스타휴골프컨트리클럽. 운영: GS차지비. 완속 3기. 7kWkW. 주소: 경기도 양평군 양동면 양동로 756.,031-770-9900,https://www.youtube.com/channel/UCkKRXhkY6fcLVT8MLc3FH3Q/join,"네이버 예약: 90,970원",90970,90970,reservation_price,,,,"네이버 예약: 90,970원",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EC%8A%A4%ED%83%80%ED%9C%B4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-d76bd69feda5,더크로스비골프클럽,경기도 이천시 호법면 중부대로798번길 177,더 크로스비 골프클럽,경기 이천시 호법면 중부대로798번길 177,031-730-8600,http://www.thecrosbygc.co.kr,"네이버 예약: 250,000원; 280,000원",250000,280000,reservation_price,3.8,3.8/10,91,"네이버 예약: 250,000원; 280,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B9%84%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-56c3be8c5a61,더플레이어스 골프클럽,춘천시 동산면 새술막길 438,CLUBD - 클럽디 더플레이어스,"더플레이어스골프클럽 실내골프연습장. 주소: 강원도 춘천시 동산면 새술막길 438, 전화: 033-250-5000. 강원도 춘천시 위치, 지도 및 편의시설 정보를 확인하세요.",033-250-5000,https://www.clubd.com/theplayers/index.do,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4%EC%8A%A4%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-63e74643a178,더헤븐 컨트리클럽,경기도 안산시 단원구 대선로466(대부남동),더헤븐컨트리클럽,"경기도 안산시 단원구 대선로 466, ㈜더헤븐리조트 (대부남동)에 위치한 더헤븐 컨트리클럽의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",032-884-1004,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%97%A4%EB%B8%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-908385d35939,동강시스타 골프장,영월군 영월읍 사지막길 160,동강시스타CC,강원 영월군 영월읍 삼옥리 산135,033-905-2030,http://www.cistar.co.kr/,"네이버 예약: 80,000원; 150,000원; 160,000원",80000,160000,reservation_price,8.6,8.6/10,94,"네이버 예약: 80,000원; 150,000원; 160,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EA%B0%95%EC%8B%9C%EC%8A%A4%ED%83%80%20%EA%B3%A8%ED%94%84%EC%9E%A5,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-3eb069c5fb2a,동서울레스피아,원주시 지정면 신평석화로 236,동서울레스피아,(우) 26358 강원도 원주시 신평석화로 236,031-595-5168,http://www.respia.com,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%84%9C%EC%9A%B8%EB%A0%88%EC%8A%A4%ED%94%BC%EC%95%84,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-e494f9e1ff69,동원썬밸리컨트리클럽,횡성군 서원면 서원서로339번길 90,동원썬밸리CC,강원 횡성군 서원면 서원서로339번길 90 동원썬밸리CC,033-344-5308,https://www.sunvalley.co.kr/dongwon/golf/intro,,,,unknown,5.3,5.3/10,92,,https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%9B%90%EC%8D%AC%EB%B0%B8%EB%A6%AC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-18f9f355721d,라데나골프클럽,춘천시 신동면 칠전동길 72,라데나 골프클럽,강원 춘천시 신동면 칠전동길 72 라데나클럽,033-260-1114,https://www.ladena.co.kr,"네이버 예약: 250,000원; 270,000원",250000,270000,reservation_price,6.4,6.4/10,92,"네이버 예약: 250,000원; 270,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%8D%B0%EB%82%98%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,,,,,,,,
gc-ee03e5ddbe9f,라비돌컨트리클럽,경기도 화성시 정남면 세자로 286,라비돌CC,경기 화성시 정남면 세자로 286,031-352-4457,https://www.laviedor.com/la_cc1.asp,"네이버 예약: 140,000원; 145,000원",140000,145000,reservation_price,4.4,4.4/10,91,"네이버 예약: 140,000원; 145,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%B9%84%EB%8F%8C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-a78a36b9d428,라비에벨컨트리클럽,춘천시 동산면 종자리로 436,라비에벨CC,강원 춘천시 동산면 종자리로 436 라비에벨 골프&리조트,033-245-7000,https://lavieestbellegolfnresort.com/default.asp,,,,unknown,,,18,,https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%B9%84%EC%97%90%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-81ecacc0ae41,라싸 골프클럽,경기도 포천시 이동면 제비울2길 161,라싸골프클럽,경기 포천시 이동면 제비울2길 161,031-538-0600,http://www.lassagc.com,,,,unknown,9.8,9.8/10,95,,https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EC%8B%B8%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-e684f84c8fa4,레이크사이드CC(대중제),경기도 용인시 처인구 모현읍 능원로 181,레이크사이드CC(대중제),레이크사이드cc 기본정보 위치 경기도 용인시 처인구 모현읍 능원로 181 모기업 삼성 규모 총 54홀 (회원제 18홀/대중제36홀) 삼성에서 운영하는 수도권 인기구장... ▼▼▼▼▼▼▼▼▼ #레이크사이드cc회원권 #,,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%82%AC%EC%9D%B4%EB%93%9CCC(%EB%8C%80%EC%A4%91%EC%A0%9C),high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-588d348bc962,레이크사이드CC(회원제),경기도 용인시 처인구 모현읍 능원로 181,레이크사이드CC(회원제),능원로 181지번능원리 산5-12,031-334-2111,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%82%AC%EC%9D%B4%EB%93%9CCC(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-310ce4be2e54,레이크우드 골프장(비회원제),경기도 양주시 만송로 244,레이크우드골프장(비회원제),■ 골프장명 : 레이크우드CC (레이크 코스- 물길-꽃길) ■ 라운드 일시 : 2025.10.26(일) 12시32분 ■ 골프장 지역 : 경기도 양주시 ■ 그린피 : 비회원 30만원 (아랑님 지원으로 50% 할인) ■,031-820-1500,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-f2cf5d51eba9,레이크우드 골프장(회원제),경기도 양주시 만송로 244,레이크우드골프장(회원제),만송로 244지번만송동 510-1,031-820-1500,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),경기도 여주시 산북면 광여로 1115,렉스필드 컨트리클럽,"렉스필드CC 2026 회원권 시세와 그린피 혜택 한눈에 보기 ▶ 1문단 | 경기도 여주가 자랑하는 명문 프라이빗 클럽, 렉스필드CC 렉스필드CC는 경기도 여주시 산북면 광여로 115에 위치한... ▸ 동반·위임 혜택",031-880-8700,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90),high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-61ba4f976442,렉스필드 컨트리클럽(회원),경기도 여주시 산북면 광여로 1115,렉스필드컨트리클럽(회원),"골프장 및 회원권 정보 ; 골프장명 : 렉스필드cc, 홀수 : 18홀, 개장일 : 2003-09-02, 회원수 : 365, 주소 : 경기 여주시 산북면 광여로 1115 · 지도보기, 회원권 종류 : 일반 / 무기명,",031-880-8700,,,,,unknown,,,,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-6b8298356e4e,로드힐스골프클럽,춘천시 동산면 종자리로 148-16,로드힐스 골프 & 리조트,강원 춘천시 동산면 종자리로 136 로드힐스 골프&리조트,033-269-8888,https://lordhills.co.kr,,,,unknown,7.8,7.8/10,93,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EB%93%9C%ED%9E%90%EC%8A%A4%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-4cbc2f4feecc,로제비앙GC,경기 광주시 곤지암읍 오향리 156-1,로제비앙 골프클럽 곤지암,경기 광주시 곤지암읍 오향길 180,031-799-6000,https://www.logebiengc.com/,,,,unknown,8,8/10,93,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EC%A0%9C%EB%B9%84%EC%95%99GC,medium,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-4731f8c98a6d,리베라컨트리클럽,경기도 화성시 중리길 183,리베라CC,경기 화성시 동탄구 중리길 183,031-8047-8000,https://www.shinangolf.com/,,,,unknown,3.8,3.8/10,91,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EB%B2%A0%EB%9D%BC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-c77232b99bd6,링크나인골프클럽,경기도 화성시 마도면 해운로630번길 49,링크나인GC,경기 화성시 마도면 해운로630번길 49,031-831-0900,http://www.linknine.co.kr/,,,,unknown,3.1,3.1/10,90,,https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%81%ED%81%AC%EB%82%98%EC%9D%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
gc-0151ec2b5b3a,마에스트로 CC,경기도 안성시 양성면 안성맞춤대로 2134-36,마에스트로CC,경기 안성시 양성면 안성맞춤대로 2134-36,031-8046-1000,http://www.maestrocc.co.kr/,"네이버 예약: 220,000원; 230,000원",220000,230000,reservation_price,8.8,8.8/10,94,"네이버 예약: 220,000원; 230,000원",https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EC%97%90%EC%8A%A4%ED%8A%B8%EB%A1%9C%20CC,high,,,,,,,,,,,,,,pending,pending,pending,pending,pending,pending,,
