id,name,address,query,query_variant,attempted_queries,matched_query,source,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,candidate_confidence,needs_review,reason,source_url,collected_at
gc-7031ce912de8,동부산컨트리클럽,양산시 매곡외산로 282,동부산컨트리클럽,original,동부산컨트리클럽 | 동부산CC | 동부산C.C | 동부산컨트리클럽 네이버 | 동부산컨트리클럽 그린피 | 동부산컨트리클럽 네이버 예약 | 동부산컨트리클럽 양산시,동부산컨트리클럽,naver_scrape,동부산CC,경남 양산시 매곡동 131,055-388-1315,http://www.dongpusancc.co.kr/,,,,unknown,6.2,6.2/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 6.2/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EB%B6%80%EC%82%B0%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:48:44.991Z
gc-3eb069c5fb2a,동서울레스피아,원주시 지정면 신평석화로 236,동서울레스피아,original,동서울레스피아 | 동서울레스피아 네이버 | 동서울레스피아 그린피 | 동서울레스피아 네이버 예약 | 동서울레스피아 원주시,동서울레스피아,naver_scrape,동서울레스피아,(우) 26358 강원도 원주시 신평석화로 236,031-595-5168,http://www.respia.com,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%84%9C%EC%9A%B8%EB%A0%88%EC%8A%A4%ED%94%BC%EC%95%84,2026-06-19T07:25:52.510Z
gc-e494f9e1ff69,동원썬밸리컨트리클럽,횡성군 서원면 서원서로339번길 90,동원썬밸리컨트리클럽,original,동원썬밸리컨트리클럽 | 동원썬밸리CC | 동원썬밸리C.C | 동원썬밸리컨트리클럽 네이버 | 동원썬밸리컨트리클럽 그린피 | 동원썬밸리컨트리클럽 네이버 예약 | 동원썬밸리컨트리클럽 횡성군,동원썬밸리컨트리클럽,naver_scrape,동원썬밸리CC,강원 횡성군 서원면 서원서로339번길 90 동원썬밸리CC,033-344-5308,https://www.sunvalley.co.kr/dongwon/golf/intro,,,,unknown,5.3,5.3/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 5.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8F%99%EC%9B%90%EC%8D%AC%EB%B0%B8%EB%A6%AC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:28:11.231Z
gc-881d18bae24f,디아너스C.C,경상북도 경주시 보불로 391,디아너스C.C 그린피,green_fee,디아너스C.C | 디아너스C.C 네이버 | 디아너스C.C 그린피 | 디아너스C.C 네이버 예약 | 디아너스C.C 경주시,디아너스C.C 그린피,naver_scrape,디아너스C.C그린피,강동디아너스cc골프회원권 사진을 터치 하시면 자동으로 통화 연결 가능 합니다 ◆ 강동디아너스cc골프장 안내 ◆ 소재지 : 경북 경주시 보불로 391 규모 : 회원제 27홀 개장일 : 2006년 9월 카트비 : 10만,054-778-9000,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%95%84%EB%84%88%EC%8A%A4C.C%20%EA%B7%B8%EB%A6%B0%ED%94%BC,2026-06-19T08:52:02.005Z
gc-4c57c6fd7298,디오션CC,전남 여수시 화양면 안포리 1917,디오션CC,original,디오션CC | 디오션CC 네이버 | 디오션CC 그린피 | 디오션CC 네이버 예약 | 디오션CC 전남,디오션CC,naver_scrape,디오션CC,전남 여수시 화양면 장수안포로 142,061-689-0410,https://www.theoceanresort.co.kr/country,"네이버 예약: 215,000원",215000,215000,reservation_price,4.6,4.6/10,91,"네이버 예약: 215,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 1; difficulty: 4.6/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%98%A4%EC%85%98CC,2026-06-19T09:51:12.931Z
gc-fd40b7bf3b76,디케이레저,전북특별자치도 순창군 순창읍 금산로 152,디케이레저 그린피,green_fee,디케이레저 | 디케이레저 네이버 | 디케이레저 그린피 | 디케이레저 네이버 예약 | 디케이레저 전북특별자치도,디케이레저 그린피,naver_scrape,디케이레저,,055-383-3233,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 15; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%94%94%EC%BC%80%EC%9D%B4%EB%A0%88%EC%A0%80%20%EA%B7%B8%EB%A6%B0%ED%94%BC,2026-06-19T09:58:21.864Z
gc-606fb4b33249,떼제베운영,청주시 흥덕구 옥산면 동림2길 149,떼제베운영,original,떼제베운영 | 떼제베운영 네이버 | 떼제베운영 그린피 | 떼제베운영 네이버 예약 | 떼제베운영 청주시,떼제베운영,naver_scrape,검색어 ‘떼제베운영,(주)떼제베운영은(는) 충청북도 청주시 흥덕구에 위치한 환경배출시설입니다. 주소: 충청북도청주시흥덕구옥산면환희리산102,,http://www.tgvcc.co.kr,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%96%BC%EC%A0%9C%EB%B2%A0%EC%9A%B4%EC%98%81,2026-06-19T10:04:40.189Z
gc-18f9f355721d,라데나골프클럽,춘천시 신동면 칠전동길 72,라데나골프클럽,original,라데나골프클럽 | 라데나GC | 라데나G.C | 라데나 | 라데나골프클럽 네이버 | 라데나골프클럽 그린피 | 라데나골프클럽 네이버 예약 | 라데나골프클럽 춘천시,라데나골프클럽,naver_scrape,라데나 골프클럽,강원 춘천시 신동면 칠전동길 72 라데나클럽,033-260-1114,https://www.ladena.co.kr,"네이버 예약: 250,000원; 270,000원",250000,270000,reservation_price,6.4,6.4/10,92,"네이버 예약: 250,000원; 270,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 6.4/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%8D%B0%EB%82%98%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:23:55.521Z
gc-ee03e5ddbe9f,라비돌컨트리클럽,경기도 화성시 정남면 세자로 286,라비돌컨트리클럽,original,라비돌컨트리클럽 | 라비돌CC | 라비돌C.C | 라비돌컨트리클럽 네이버 | 라비돌컨트리클럽 그린피 | 라비돌컨트리클럽 네이버 예약 | 라비돌컨트리클럽 화성시,라비돌컨트리클럽,naver_scrape,라비돌CC,경기 화성시 정남면 세자로 286,031-352-4457,https://www.laviedor.com/la_cc1.asp,"네이버 예약: 140,000원; 145,000원",140000,145000,reservation_price,4.4,4.4/10,91,"네이버 예약: 140,000원; 145,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 4.4/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%B9%84%EB%8F%8C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:41:03.955Z
gc-a78a36b9d428,라비에벨컨트리클럽,춘천시 동산면 종자리로 436,라비에벨컨트리클럽,original,라비에벨컨트리클럽 | 라비에벨CC | 라비에벨C.C | 라비에벨컨트리클럽 네이버 | 라비에벨컨트리클럽 그린피 | 라비에벨컨트리클럽 네이버 예약 | 라비에벨컨트리클럽 춘천시,라비에벨컨트리클럽,naver_scrape,라비에벨CC,강원 춘천시 동산면 종자리로 436 라비에벨 골프&리조트,033-245-7000,https://lavieestbellegolfnresort.com/default.asp,,,,unknown,,,18,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EB%B9%84%EC%97%90%EB%B2%A8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:24:48.971Z
gc-81ecacc0ae41,라싸 골프클럽,경기도 포천시 이동면 제비울2길 161,라싸 골프클럽,original,라싸 골프클럽 | 라싸 GC | 라싸 G.C | 라싸 | 라싸 골프클럽 네이버 | 라싸 골프클럽 그린피 | 라싸 골프클럽 네이버 예약 | 라싸 골프클럽 포천시,라싸 골프클럽,naver_scrape,라싸골프클럽,경기 포천시 이동면 제비울2길 161,031-538-0600,http://www.lassagc.com,,,,unknown,9.8,9.8/10,95,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 9.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EC%8B%B8%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T08:31:33.558Z
gc-0e0131544801,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,라온GC,gc,라온골프클럽 | 라온GC | 라온G.C | 라온 | 라온골프클럽 네이버 | 라온골프클럽 그린피 | 라온골프클럽 네이버 예약 | 라온골프클럽 제주시,라온GC,naver_scrape,라온CC,제주 제주시 한경면 용금로 998,0507-1404-8000,http://www.raon.co.kr/,"네이버 예약: 170,000원; 180,000원",170000,180000,reservation_price,7.3,7.3/10,93,"네이버 예약: 170,000원; 180,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 7.3/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%EC%98%A8GC,2026-06-19T09:59:52.148Z
gc-aff117457c45,라헨느CC,제주특별자치도 제주시 봉개동 241-13,라헨느CC,original,라헨느CC | 라헨느CC 네이버 | 라헨느CC 그린피 | 라헨느CC 네이버 예약 | 라헨느CC 제주시,라헨느CC,naver_scrape,라헨느CC,제주 제주시 봉개동 237-5,064-729-7777,http://www.lareine.co.kr/,"네이버 예약: 120,000원; 130,000원",120000,130000,reservation_price,7.2,7.2/10,93,"네이버 예약: 120,000원; 130,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; reservation prices: 2; difficulty: 7.2/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%9D%BC%ED%97%A8%EB%8A%90CC,2026-06-19T09:59:18.676Z
gc-98d4ad236944,레이나CC,전남 담양군 담양읍 깊은실길 169,레이나CC,original,레이나CC | 레이나CC 네이버 | 레이나CC 그린피 | 레이나CC 네이버 예약 | 레이나CC 전남,레이나CC,naver_scrape,담양레이나CC,전남 담양군 담양읍 깊은실길 169,061-380-7600,http://www.reinacc.co.kr,,,,unknown,6.9,6.9/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 6.9/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%EB%82%98CC,2026-06-19T09:52:11.326Z
gc-e684f84c8fa4,레이크사이드CC(대중제),경기도 용인시 처인구 모현읍 능원로 181,레이크사이드CC(대중제),original,레이크사이드CC(대중제) | 레이크사이드CC | 레이크사이드CC 네이버 | 레이크사이드CC 그린피 | 레이크사이드CC 네이버 예약 | 레이크사이드CC 용인시,레이크사이드CC(대중제),naver_scrape,레이크사이드CC(대중제),레이크사이드cc 기본정보 위치 경기도 용인시 처인구 모현읍 능원로 181 모기업 삼성 규모 총 54홀 (회원제 18홀/대중제36홀) 삼성에서 운영하는 수도권 인기구장... ▼▼▼▼▼▼▼▼▼ #레이크사이드cc회원권 #,,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, 추가 필드 수동 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%82%AC%EC%9D%B4%EB%93%9CCC(%EB%8C%80%EC%A4%91%EC%A0%9C),2026-06-19T07:37:39.534Z
gc-588d348bc962,레이크사이드CC(회원제),경기도 용인시 처인구 모현읍 능원로 181,레이크사이드CC(회원제),original,레이크사이드CC(회원제) | 레이크사이드CC | 레이크사이드CC 네이버 | 레이크사이드CC 그린피 | 레이크사이드CC 네이버 예약 | 레이크사이드CC 용인시,레이크사이드CC(회원제),naver_scrape,레이크사이드CC(회원제),능원로 181지번능원리 산5-12,031-334-2111,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%82%AC%EC%9D%B4%EB%93%9CCC(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T07:37:45.100Z
gc-310ce4be2e54,레이크우드 골프장(비회원제),경기도 양주시 만송로 244,레이크우드 골프장(비회원제),original,레이크우드 골프장(비회원제) | 레이크우드 (비회원제) | 레이크우드 골프장(비회원제) 네이버 | 레이크우드 골프장(비회원제) 그린피 | 레이크우드 골프장(비회원제) 네이버 예약 | 레이크우드 골프장(비회원제) 양주시,레이크우드 골프장(비회원제),naver_scrape,레이크우드골프장(비회원제),■ 골프장명 : 레이크우드CC (레이크 코스- 물길-꽃길) ■ 라운드 일시 : 2025.10.26(일) 12시32분 ■ 골프장 지역 : 경기도 양주시 ■ 그린피 : 비회원 30만원 (아랑님 지원으로 50% 할인) ■,031-820-1500,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%B9%84%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T08:12:54.337Z
gc-f2cf5d51eba9,레이크우드 골프장(회원제),경기도 양주시 만송로 244,레이크우드 골프장(회원제),original,레이크우드 골프장(회원제) | 레이크우드 골프장 | 레이크우드 (회원제) | 레이크우드 | 레이크우드 골프장 네이버 | 레이크우드 골프장 그린피 | 레이크우드 골프장 네이버 예약 | 레이크우드 골프장 양주시,레이크우드 골프장(회원제),naver_scrape,레이크우드골프장(회원제),만송로 244지번만송동 510-1,031-820-1500,,,,,unknown,,,,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B4%ED%81%AC%EC%9A%B0%EB%93%9C%20%EA%B3%A8%ED%94%84%EC%9E%A5(%ED%9A%8C%EC%9B%90%EC%A0%9C),2026-06-19T08:12:48.585Z
gc-d0e3ce523b5f,레인보우힐스,음성군 생극면 차생로 168,레인보우힐스,original,레인보우힐스 | 레인보우힐스 네이버 | 레인보우힐스 그린피 | 레인보우힐스 네이버 예약 | 레인보우힐스 음성군,레인보우힐스,naver_scrape,레인보우힐스CC,충북 음성군 생극면 차생로 168 레인보우힐스C.C,043-879-7950,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%88%EC%9D%B8%EB%B3%B4%EC%9A%B0%ED%9E%90%EC%8A%A4,2026-06-19T10:04:57.707Z
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),경기도 여주시 산북면 광여로 1115,렉스필드 컨트리클럽(비회원),original,렉스필드 컨트리클럽(비회원) | 렉스필드 CC(비회원) | 렉스필드 C.C(비회원) | 렉스필드 컨트리클럽(비회원) 네이버 | 렉스필드 컨트리클럽(비회원) 그린피 | 렉스필드 컨트리클럽(비회원) 네이버 예약 | 렉스필드 컨트리클럽(비회원) 여주시,렉스필드 컨트리클럽(비회원),naver_scrape,렉스필드 컨트리클럽,"렉스필드CC 2026 회원권 시세와 그린피 혜택 한눈에 보기 ▶ 1문단 | 경기도 여주가 자랑하는 명문 프라이빗 클럽, 렉스필드CC 렉스필드CC는 경기도 여주시 산북면 광여로 115에 위치한... ▸ 동반·위임 혜택",031-880-8700,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%B9%84%ED%9A%8C%EC%9B%90),2026-06-19T08:33:11.981Z
gc-61ba4f976442,렉스필드 컨트리클럽(회원),경기도 여주시 산북면 광여로 1115,렉스필드 컨트리클럽(회원),original,렉스필드 컨트리클럽(회원) | 렉스필드 컨트리클럽 | 렉스필드 CC(회원) | 렉스필드 C.C(회원) | 렉스필드 CC | 렉스필드 C.C | 렉스필드 컨트리클럽 네이버 | 렉스필드 컨트리클럽 그린피 | 렉스필드 컨트리클럽 네이버 예약 | 렉스필드 컨트리클럽 여주시,렉스필드 컨트리클럽(회원),naver_scrape,렉스필드컨트리클럽(회원),"골프장 및 회원권 정보 ; 골프장명 : 렉스필드cc, 홀수 : 18홀, 개장일 : 2003-09-02, 회원수 : 365, 주소 : 경기 여주시 산북면 광여로 1115 · 지도보기, 회원권 종류 : 일반 / 무기명,",031-880-8700,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A0%89%EC%8A%A4%ED%95%84%EB%93%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),2026-06-19T08:33:06.482Z
gc-6b8298356e4e,로드힐스골프클럽,춘천시 동산면 종자리로 148-16,로드힐스골프클럽,original,로드힐스골프클럽 | 로드힐스GC | 로드힐스G.C | 로드힐스 | 로드힐스골프클럽 네이버 | 로드힐스골프클럽 그린피 | 로드힐스골프클럽 네이버 예약 | 로드힐스골프클럽 춘천시,로드힐스골프클럽,naver_scrape,로드힐스 골프 & 리조트,강원 춘천시 동산면 종자리로 136 로드힐스 골프&리조트,033-269-8888,https://lordhills.co.kr,,,,unknown,7.8,7.8/10,93,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 7.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EB%93%9C%ED%9E%90%EC%8A%A4%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:24:43.310Z
gc-bf183cd699c7,로얄링스 CC,충남 태안군 태안읍 기업도시6길 43,로얄링스 CC,original,로얄링스 CC | 로얄링스 CC 네이버 | 로얄링스 CC 그린피 | 로얄링스 CC 네이버 예약 | 로얄링스 CC 태안군,로얄링스 CC,naver_scrape,로얄링스cc,충남 태안군 태안읍 기업도시6길 43 클럽하우스,041-670-0300,http://www.royallinks.co.kr,,,,unknown,6.3,6.3/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 6.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EC%96%84%EB%A7%81%EC%8A%A4%20CC,2026-06-19T10:03:40.018Z
gc-c5f55ef01f20,로얄포레cc,충주시 신니면 화치3길 35,로얄포레cc,original,로얄포레cc | 로얄포레cc 네이버 | 로얄포레cc 그린피 | 로얄포레cc 네이버 예약 | 로얄포레cc 충주시,로얄포레cc,naver_scrape,로얄포레CC,충북 충주시 신니면 화치3길 35 (주)신니개발 로얄포레 CC,043-853-8000,,"네이버 예약: 99,000원; 109,000원; 129,000원; 139,000원",99000,139000,reservation_price,9.5,9.5/10,95,"네이버 예약: 99,000원; 109,000원; 129,000원; 139,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage not found; reservation prices: 4; difficulty: 9.5/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EC%96%84%ED%8F%AC%EB%A0%88cc,2026-06-19T10:05:57.709Z
gc-4cbc2f4feecc,로제비앙GC,경기 광주시 곤지암읍 오향리 156-1,로제비앙GC,original,로제비앙GC | 로제비앙GC 네이버 | 로제비앙GC 그린피 | 로제비앙GC 네이버 예약 | 로제비앙GC 광주시,로제비앙GC,naver_scrape,로제비앙 골프클럽 곤지암,경기 광주시 곤지암읍 오향길 180,031-799-6000,https://www.logebiengc.com/,,,,unknown,8,8/10,93,,medium,true,"이름 유사·phone/homepage/price 후보 있음, 주소 확인 약함; homepage ambiguous; naver reservation price not found; difficulty: 8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A1%9C%EC%A0%9C%EB%B9%84%EC%95%99GC,2026-06-19T08:12:08.785Z
gc-8c40f9db402e,르오네뜨CC,전남 곡성군 오산면 오산로 819-126,르오네뜨CC,original,르오네뜨CC | 르오네뜨CC 네이버 | 르오네뜨CC 그린피 | 르오네뜨CC 네이버 예약 | 르오네뜨CC 전남,르오네뜨CC,naver_scrape,르오네뜨CC,전남 곡성군 오산면 오산로 819-126 르오네뜨CC,061-362-2500,http://www.lehonnetecc.com,,,,unknown,5.9,5.9/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 5.9/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A5%B4%EC%98%A4%EB%84%A4%EB%9C%A8CC,2026-06-19T09:52:35.326Z
gc-57ce42c5a27d,리더스컨트리클럽,밀양시 활성로 455,리더스컨트리클럽,original,리더스컨트리클럽 | 리더스CC | 리더스C.C | 리더스컨트리클럽 네이버 | 리더스컨트리클럽 그린피 | 리더스컨트리클럽 네이버 예약 | 리더스컨트리클럽 밀양시,리더스컨트리클럽,naver_scrape,리더스컨트리클럽,경남 밀양시 활성로 455,055-350-3000,https://www.leaderscc.co.kr,"네이버 예약: 150,000원; 160,000원; 165,000원; 175,000원",150000,175000,reservation_price,6.5,6.5/10,92,"네이버 예약: 150,000원; 160,000원; 165,000원; 175,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 4; difficulty: 6.5/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EB%8D%94%EC%8A%A4%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:48:08.788Z
gc-4731f8c98a6d,리베라컨트리클럽,경기도 화성시 중리길 183,리베라컨트리클럽,original,리베라컨트리클럽 | 리베라CC | 리베라C.C | 리베라컨트리클럽 네이버 | 리베라컨트리클럽 그린피 | 리베라컨트리클럽 네이버 예약 | 리베라컨트리클럽 화성시,리베라컨트리클럽,naver_scrape,리베라CC,경기 화성시 동탄구 중리길 183,031-8047-8000,https://www.shinangolf.com/,,,,unknown,3.8,3.8/10,91,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 3.8/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EB%B2%A0%EB%9D%BC%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:40:40.991Z
gc-8503021b2f0d,리앤리C.C,경기도 가평군 조종면 운악청계로 702-24,리앤리C.C,original,리앤리C.C | 리앤리C.C 네이버 | 리앤리C.C 그린피 | 리앤리C.C 네이버 예약 | 리앤리C.C 가평군,리앤리C.C,naver_scrape,리앤리컨트리클럽,경기도 가평군 조종면 운악청계로 702-24,031-580-9000,,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A6%AC%EC%95%A4%EB%A6%ACC.C,2026-06-19T08:46:44.657Z
gc-c77232b99bd6,링크나인골프클럽,경기도 화성시 마도면 해운로630번길 49,링크나인골프클럽,original,링크나인골프클럽 | 링크나인GC | 링크나인G.C | 링크나인 | 링크나인골프클럽 네이버 | 링크나인골프클럽 그린피 | 링크나인골프클럽 네이버 예약 | 링크나인골프클럽 화성시,링크나인골프클럽,naver_scrape,링크나인GC,경기 화성시 마도면 해운로630번길 49,031-831-0900,http://www.linknine.co.kr/,,,,unknown,3.1,3.1/10,90,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 3.1/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%81%ED%81%AC%EB%82%98%EC%9D%B8%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:41:21.319Z
gc-2c27b8854e6b,마론컨트리클럽,동남구 북면 납안5길 74,마론컨트리클럽,original,마론컨트리클럽 | 마론CC | 마론C.C | 마론컨트리클럽 네이버 | 마론컨트리클럽 그린피 | 마론컨트리클럽 네이버 예약 | 마론컨트리클럽 동남구,마론컨트리클럽,naver_scrape,마론컨트리클럽,충남 천안시 동남구 북면 납안5길 74,041-623-5555,http://www.maronnewday.com/,"네이버 예약: 180,000원",180000,180000,reservation_price,6,6/10,92,"네이버 예약: 180,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; reservation prices: 1; difficulty: 6/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EB%A1%A0%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T10:01:40.209Z
gc-078c6e56af3a,마린CC,경상북도 울진군 매화면 매화로 115-99,마린CC,original,마린CC | 마린CC 네이버 | 마린CC 그린피 | 마린CC 네이버 예약 | 마린CC 울진군,마린CC,naver_scrape,울진마린CC,경북 울진군 매화면 매화로 115-99,054-781-0000,http://www.marinecc.co.kr,"네이버 예약: 133,000원",133000,133000,reservation_price,9.3,9.3/10,94,"네이버 예약: 133,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 1; difficulty: 9.3/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%A7%88%EB%A6%B0CC,2026-06-19T08:56:34.289Z
