id,name,address,query,query_variant,attempted_queries,matched_query,source,candidate_title,candidate_address,candidate_phone,candidate_homepage_url,candidate_price_text,candidate_price_min,candidate_price_max,candidate_price_type,candidate_difficulty,candidate_difficulty_text,candidate_avg_score,candidate_reservation_prices_text,candidate_confidence,needs_review,reason,source_url,collected_at
gc-bed5fc0dc1f2,그린힐 컨트리클럽,경기도 광주시 곤지암읍 내선길 176,그린힐 컨트리클럽,original,그린힐 컨트리클럽 | 그린힐 CC | 그린힐 C.C | 그린힐 컨트리클럽 네이버 | 그린힐 컨트리클럽 그린피 | 그린힐 컨트리클럽 네이버 예약 | 그린힐 컨트리클럽 광주시,그린힐 컨트리클럽,naver_scrape,그린힐CC,경기 광주시 곤지암읍 내선길 176,031-799-8500,https://www.shinangolf.com/,,,,unknown,4.4,4.4/10,91,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 4.4/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B7%B8%EB%A6%B0%ED%9E%90%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:11:56.519Z
gc-748b687096d1,글렌로스 골프클럽,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 69,글렌로스 골프클럽,original,글렌로스 골프클럽 | 글렌로스 GC | 글렌로스 G.C | 글렌로스 | 글렌로스 골프클럽 네이버 | 글렌로스 골프클럽 그린피 | 글렌로스 골프클럽 네이버 예약 | 글렌로스 골프클럽 용인시,글렌로스 골프클럽,naver_scrape,글렌로스골프클럽,경기 용인시 처인구 포곡읍 에버랜드로562번길 69 글렌로스골프클럽,031-320-9601,https://www.benestgolf.com,"네이버 예약: 290,000원",290000,290000,reservation_price,2.2,2.2/10,89,"네이버 예약: 290,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 1; difficulty: 2.2/10",https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%80%EB%A0%8C%EB%A1%9C%EC%8A%A4%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T07:39:01.934Z
gc-3f6cace5bf14,금강컨트리클럽(대중),경기도 여주시 가남읍 여주남로 541,금강컨트리클럽(대중),original,금강컨트리클럽(대중) | 금강CC(대중) | 금강C.C(대중) | 금강컨트리클럽(대중) 네이버 | 금강컨트리클럽(대중) 그린피 | 금강컨트리클럽(대중) 네이버 예약 | 금강컨트리클럽(대중) 여주시,금강컨트리클럽(대중),naver_scrape,금강컨트리클럽(대중),"바로 여주에 위치한 금강cc입니다. 넓고 시원한 페어웨이, 뛰어난 접근성, 깔끔한 클럽하우스 시설까지 갖추고 있어 개인은... 금강cc 기본정보 구분 내용 골프장명 금강컨트리클럽 운영사 (주)금강레저 위치 경기도 여",,,,,,unknown,,,,,medium,true,"이름 유사, 주소·후보 필드 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%88%EA%B0%95%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%EB%8C%80%EC%A4%91),2026-06-19T08:32:26.903Z
gc-8a797fe2213a,금강컨트리클럽(회원),경기도 여주시 가남읍 여주남로 541,금강컨트리클럽(회원),original,금강컨트리클럽(회원) | 금강컨트리클럽 | 금강CC(회원) | 금강C.C(회원) | 금강CC | 금강C.C | 금강컨트리클럽 네이버 | 금강컨트리클럽 그린피 | 금강컨트리클럽 네이버 예약 | 금강컨트리클럽 여주시,금강컨트리클럽(회원),naver_scrape,금강컨트리클럽(회원),오늘은 실제 상담하면서 가장 많이 물어보시는 내용 중심으로 금강CC 회원권가격 / 회원구성 / 이용요금 / 회원권매수 포인트 / 회원권매도 흐름까지 한 번에 정리해드리겠습니다. 금강CC 기본정보 금강컨트리클럽 운영사,,,,,,unknown,,,,,medium,true,"이름 유사, 주소·후보 필드 확인 필요; homepage not found; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%88%EA%B0%95%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD(%ED%9A%8C%EC%9B%90),2026-06-19T08:32:21.277Z
gc-7701abd77260,기흥컨트리클럽,경기도 화성시 풀무골로106번길 244,기흥컨트리클럽,original,기흥컨트리클럽 | 기흥CC | 기흥C.C | 기흥컨트리클럽 네이버 | 기흥컨트리클럽 그린피 | 기흥컨트리클럽 네이버 예약 | 기흥컨트리클럽 화성시,기흥컨트리클럽,naver_scrape,기흥CC,경기 화성시 풀무골로106번길 244,031-376-4001,http://www.ghcc.kr/,,,,unknown,1.7,1.7/10,89,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; homepage ambiguous; naver reservation price not found; difficulty: 1.7/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B8%B0%ED%9D%A5%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:40:47.113Z
gc-a68be6870289,김포SEASIDE 컨트리클럽,경기도 김포시 월곶면 김포대로 2081번길 219,김포SEASIDE 컨트리클럽,original,김포SEASIDE 컨트리클럽 | 김포SEASIDE CC | 김포SEASIDE C.C | 김포SEASIDE 컨트리클럽 네이버 | 김포SEASIDE 컨트리클럽 그린피 | 김포SEASIDE 컨트리클럽 네이버 예약 | 김포SEASIDE 컨트리클럽 김포시,김포SEASIDE 컨트리클럽,naver_scrape,김포SEASIDE컨트리클럽,경기도 김포시 월곶면 김포대로2801번길 219,031-987-9992,http://www.gimpocc.co.kr,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 2; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EA%B9%80%ED%8F%ACSEASIDE%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:10:39.613Z
gc-1475a1d902d7,남부컨트리클럽,경기도 용인시 기흥구 사은로 163,남부컨트리클럽,original,남부컨트리클럽 | 남부CC | 남부C.C | 남부컨트리클럽 네이버 | 남부컨트리클럽 그린피 | 남부컨트리클럽 네이버 예약 | 남부컨트리클럽 용인시,남부컨트리클럽,naver_scrape,남부CC,경기 용인시 기흥구 사은로 163,031-280-4100,http://www.namboocc.co.kr/,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EB%B6%80%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:37:50.588Z
gc-210de13c89f8,남서울컨트리클럽,경기도 성남시 분당구 판교백현로 161,남서울컨트리클럽,original,남서울컨트리클럽 | 남서울CC | 남서울C.C | 남서울컨트리클럽 네이버 | 남서울컨트리클럽 그린피 | 남서울컨트리클럽 네이버 예약 | 남서울컨트리클럽 성남시,남서울컨트리클럽,naver_scrape,남서울CC,경기 성남시 분당구 판교백현로 161,031-709-6000,http://www.nscc.co.kr/,,,,unknown,4.6,4.6/10,91,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 4.6/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%84%9C%EC%9A%B8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:40:35.061Z
gc-29fa36946d15,남양주CC,경기도 남양주시 오남읍 진건오남로 516-31,남양주CC,original,남양주CC | 남양주CC 네이버 | 남양주CC 그린피 | 남양주CC 네이버 예약 | 남양주CC 남양주시,남양주CC,naver_scrape,남양주CC,경기 남양주시 오남읍 진건오남로 516-31,031-529-6060,http://www.namyangjucc.co.kr/,"네이버 예약: 139,000원; 159,000원; 169,000원; 199,000원",139000,199000,reservation_price,8.8,8.8/10,94,"네이버 예약: 139,000원; 159,000원; 169,000원; 199,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 4; difficulty: 8.8/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%96%91%EC%A3%BCCC,2026-06-19T08:10:09.068Z
gc-59ee5f28d2c8,남여주대중골프장,경기도 여주시 가여로 532,남여주대중골프장,original,남여주대중골프장 | 남여주대중 | 남여주대중골프장 네이버 | 남여주대중골프장 그린피 | 남여주대중골프장 네이버 예약 | 남여주대중골프장 여주시,남여주대중골프장,naver_scrape,남여주대중골프장,경기도 여주시 가여로 532 (하거동),031-880-6700,http://www.namyeoju.co.kr,,,,unknown,,,,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%97%AC%EC%A3%BC%EB%8C%80%EC%A4%91%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:32:03.839Z
gc-e04bb1d7bba9,남촌컨트리클럽,경기도 광주시 곤지암읍 부항길 135-38,남촌컨트리클럽,original,남촌컨트리클럽 | 남촌CC | 남촌C.C | 남촌컨트리클럽 네이버 | 남촌컨트리클럽 그린피 | 남촌컨트리클럽 네이버 예약 | 남촌컨트리클럽 광주시,남촌컨트리클럽,naver_scrape,남촌 골프클럽,경기 광주시 곤지암읍 부항길 135-38,031-769-0333,https://www.youtube.com/@NamchonGolfClub,,,,unknown,2.1,2.1/10,89,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 2.1/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B4%8C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:11:44.481Z
gc-fa1419df8b1e,남춘천컨트리클럽,춘천시 신동면 오봉길 156,남춘천컨트리클럽,original,남춘천컨트리클럽 | 남춘천CC | 남춘천C.C | 남춘천컨트리클럽 네이버 | 남춘천컨트리클럽 그린피 | 남춘천컨트리클럽 네이버 예약 | 남춘천컨트리클럽 춘천시,남춘천컨트리클럽,naver_scrape,남춘천CC,강원 춘천시 신동면 오봉길 156,033-269-3000,http://www.namchuncheon.co.kr/,,,,unknown,9.3,9.3/10,94,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 9.3/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%82%A8%EC%B6%98%EC%B2%9C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:24:14.100Z
gc-d5cd483c8c94,노스팜 컨트리클럽,경기도 파주시 광탄면 쇠장이길 265,노스팜 컨트리클럽,original,노스팜 컨트리클럽 | 노스팜 CC | 노스팜 C.C | 노스팜 컨트리클럽 네이버 | 노스팜 컨트리클럽 그린피 | 노스팜 컨트리클럽 네이버 예약 | 노스팜 컨트리클럽 파주시,노스팜 컨트리클럽,naver_scrape,노스팜CC,경기 파주시 광탄면 쇠장이길 265,031-950-6900,http://www.npcc.co.kr/,,,,unknown,7.7,7.7/10,93,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 7.7/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%85%B8%EC%8A%A4%ED%8C%9C%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:11:26.494Z
gc-3c54aee76615,뉴서울컨트리클럽,경기도 광주시 삼지곡길 95(삼동),뉴서울컨트리클럽,original,뉴서울컨트리클럽 | 뉴서울CC | 뉴서울C.C | 뉴서울컨트리클럽 네이버 | 뉴서울컨트리클럽 그린피 | 뉴서울컨트리클럽 네이버 예약 | 뉴서울컨트리클럽 광주시,뉴서울컨트리클럽,naver_scrape,뉴서울CC,경기 광주시 삼지곡길 95,031-762-5672,https://www.newseoulgolf.co.kr,,,,unknown,1.9,1.9/10,89,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 1.9/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%84%9C%EC%9A%B8%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:12:30.637Z
gc-eb40a22304aa,뉴스프링빌골프장,경기도 이천시 모가면 사실로 527번길 158,뉴스프링빌골프장,original,뉴스프링빌골프장 | 뉴스프링빌 | 뉴스프링빌골프장 네이버 | 뉴스프링빌골프장 그린피 | 뉴스프링빌골프장 네이버 예약 | 뉴스프링빌골프장 이천시,뉴스프링빌골프장,naver_scrape,뉴스프링빌 컨트리클럽,경기 이천시 모가면 두미리 산76,031-630-7500,http://www.newspringvillecc.co.kr/,,,,unknown,1.7,1.7/10,89,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 3; homepage ambiguous; naver reservation price not found; difficulty: 1.7/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%8A%A4%ED%94%84%EB%A7%81%EB%B9%8C%EA%B3%A8%ED%94%84%EC%9E%A5,2026-06-19T08:13:12.020Z
gc-9b37cfc9caa8,뉴스프링빌골프장(대중형),경기도 이천시 모가면 사실로 527번길 158,뉴스프링빌골프장(대중형) 그린피,green_fee,뉴스프링빌골프장(대중형) | 뉴스프링빌(대중형) | 뉴스프링빌골프장(대중형) 네이버 | 뉴스프링빌골프장(대중형) 그린피 | 뉴스프링빌골프장(대중형) 네이버 예약 | 뉴스프링빌골프장(대중형) 이천시,뉴스프링빌골프장(대중형) 그린피,naver_scrape,뉴스프링빌CC 골프회원권 종류별 그린피 차이 제대로 알려드립니다,"경기도 이천시 모가면 사실로527번길 158, 뉴스프링빌C.C.에 위치한 뉴스프링빌골프장의 상세 정보. 시설 면적, 운영 형태, 위치 정보를 확인하세요.",,https://band.us/@ryangolf,,,,unknown,,,,,low,true,"source_url만 확보, 이름·주소 매칭 약함; naver reservation price not found; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%8A%A4%ED%94%84%EB%A7%81%EB%B9%8C%EA%B3%A8%ED%94%84%EC%9E%A5(%EB%8C%80%EC%A4%91%ED%98%95)%20%EA%B7%B8%EB%A6%B0%ED%94%BC,2026-06-19T08:13:18.110Z
gc-3b60b2dadb3f,뉴코리아 컨트리클럽,경기도 고양시 덕양구 신원2로 57,뉴코리아 컨트리클럽,original,뉴코리아 컨트리클럽 | 뉴코리아 CC | 뉴코리아 C.C | 뉴코리아 컨트리클럽 네이버 | 뉴코리아 컨트리클럽 그린피 | 뉴코리아 컨트리클럽 네이버 예약 | 뉴코리아 컨트리클럽 고양시,뉴코리아 컨트리클럽,naver_scrape,뉴코리아CC,경기 고양시 덕양구 신원2로 57,031-281-6613,http://www.newkoreacc.co.kr/,,,,unknown,3.2,3.2/10,90,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 3; homepage ambiguous; naver reservation price not found; difficulty: 3.2/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%89%B4%EC%BD%94%EB%A6%AC%EC%95%84%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T07:39:58.876Z
gc-b046571c4182,더반 골프클럽,경기도 이천시 대월면 대월로 627-141,더반 골프클럽,original,더반 골프클럽 | 더반 GC | 더반 G.C | 더반 | 더반 골프클럽 네이버 | 더반 골프클럽 그린피 | 더반 골프클럽 네이버 예약 | 더반 골프클럽 이천시,더반 골프클럽,naver_scrape,더반GC,경기 이천시 대월면 대월로 627-141 더반골프클럽,031-645-6100,http://www.theban.co.kr/,,,,unknown,5.5,5.5/10,92,,high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; naver reservation price not found; difficulty: 5.5/10; naver reservation price not found — price fields left empty",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EB%B0%98%20%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T08:13:47.657Z
gc-a15f33b9f89a,더스타휴 컨트리클럽,경기도 양평군 양동면 양동로 756,더스타휴 컨트리클럽,original,더스타휴 컨트리클럽 | 더스타휴 CC | 더스타휴 C.C | 더스타휴 컨트리클럽 네이버 | 더스타휴 컨트리클럽 그린피 | 더스타휴 컨트리클럽 네이버 예약 | 더스타휴 컨트리클럽 양평군,더스타휴 컨트리클럽,naver_scrape,더스타휴컨트리클럽,더스타휴골프컨트리클럽. 운영: GS차지비. 완속 3기. 7kWkW. 주소: 경기도 양평군 양동면 양동로 756.,031-770-9900,https://www.youtube.com/channel/UCkKRXhkY6fcLVT8MLc3FH3Q/join,"네이버 예약: 90,970원",90970,90970,reservation_price,,,,"네이버 예약: 90,970원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; phone candidates: 4; reservation prices: 1",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%EC%8A%A4%ED%83%80%ED%9C%B4%20%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,2026-06-19T08:31:45.741Z
gc-d76bd69feda5,더크로스비골프클럽,경기도 이천시 호법면 중부대로798번길 177,더크로스비골프클럽,original,더크로스비골프클럽 | 더크로스비GC | 더크로스비G.C | 더크로스비 | 더크로스비골프클럽 네이버 | 더크로스비골프클럽 그린피 | 더크로스비골프클럽 네이버 예약 | 더크로스비골프클럽 이천시,더크로스비골프클럽,naver_scrape,더 크로스비 골프클럽,경기 이천시 호법면 중부대로798번길 177,031-730-8600,http://www.thecrosbygc.co.kr,"네이버 예약: 250,000원; 280,000원",250000,280000,reservation_price,3.8,3.8/10,91,"네이버 예약: 250,000원; 280,000원",high,true,"골프장명·주소(시/군/구) 일치, phone/homepage/price 후보 수집; homepage ambiguous; reservation prices: 2; difficulty: 3.8/10",https://search.naver.com/search.naver?where=nexearch&query=%EB%8D%94%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B9%84%EA%B3%A8%ED%94%84%ED%81%B4%EB%9F%BD,2026-06-19T08:14:32.312Z
